id,name,description
593,El Mercado Gourmet,Casera y luminoso. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
594,La Esquina Clásico,"Casera y luminoso. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
595,Brasa y Sazón Moderno,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Delivery disponible."
596,Sabor a Mar Chiclayo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Reservas online disponible."
597,Noche de Tapas Real,"Auténtica y moderno. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
598,Panadería Dulce Hogar Del Valle,"Gourmet y moderno. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
599,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos buffet."
600,Sabor Asiático Express,"Comida gourmet. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
601,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Delivery disponible."
602,El Puerto Premium,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Delivery disponible."
603,Doña Lupita Imperial,"Comida gourmet. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
604,Parrilla Norte Oeste,"Comida auténtica. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
605,Sakura Sushi Gourmet,"Comida tradicional. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
606,Pizza Roma Piura,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente acogedor."
607,El Rincón Vegetal Centro,"Comida tradicional. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
608,Café Central Imperial,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos terraza."
609,Tacos El Rey Express,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente amplio."
610,La Tasca Este,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente luminoso."
611,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos wifi gratis.
612,Bistro Provenza Real,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos reservas online."
613,El Mercado Oeste,Comida auténtica. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
614,La Esquina Real,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos pet friendly."
615,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente íntimo."
616,Sabor a Mar Cusco,"Artesanal y familiar. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
617,Noche de Tapas Imperial,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente amplio."
618,Panadería Dulce Hogar Clásico,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente moderno."
619,La Cantina Sur,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Para llevar disponible."
620,Sabor Asiático Tradicional,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente rústico."
621,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente familiar."
622,El Puerto Norte,"Comida tradicional. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
623,Doña Lupita Premium,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Delivery disponible."
624,Parrilla Norte Express,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente acogedor."
625,Sakura Sushi Este,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos reservas online."
626,Pizza Roma Lima,"Comida selecta. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
627,El Rincón Vegetal Clásico,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Buffet disponible."
628,Café Central Oeste,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente íntimo."
629,Tacos El Rey Imperial,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos delivery."
630,La Tasca Tradicional,"Comida artesanal. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
631,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente íntimo.
632,Bistro Provenza Real,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Reservas online disponible."
633,El Mercado Real,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos terraza.
634,La Esquina Colonial,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Menú infantil disponible."
635,Brasa y Sazón Imperial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente moderno."
636,Sabor a Mar Moquegua,"Deliciosa y moderno. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
637,Noche de Tapas Del Valle,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos música en vivo."
638,Panadería Dulce Hogar Imperial,"Comida tradicional. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
639,La Cantina Express,"Comida auténtica. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
640,Sabor Asiático Este,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ofrecemos delivery."
641,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos estacionamiento."
642,El Puerto Premium,"Selecta y moderno. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
643,Doña Lupita Colonial,"Auténtica y íntimo. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
644,Parrilla Norte Imperial,"Comida auténtica. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
645,Sakura Sushi Express,"Comida fresca. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
646,Pizza Roma Puno,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente rústico."
647,El Rincón Vegetal Express,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos para llevar."
648,Café Central Imperial,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos menú infantil."
649,Tacos El Rey Oeste,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos estacionamiento."
650,La Tasca Gourmet,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos delivery."
651,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos reservas online.
652,Bistro Provenza Oeste,"Deliciosa y familiar. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
653,El Mercado Express,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos para llevar.
654,La Esquina Imperial,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos música en vivo."
655,Brasa y Sazón Sur,"Comida deliciosa. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
656,Sabor a Mar Tumbes,"Auténtica y íntimo. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
657,Noche de Tapas Tradicional,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Pet friendly disponible."
658,Panadería Dulce Hogar Centro,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Menú infantil disponible."
659,La Cantina Clásico,"Comida tradicional. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
660,Sabor Asiático Real,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ofrecemos buffet."
661,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Buffet disponible."
662,El Puerto Express,"Comida selecta. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
663,Doña Lupita Clásico,"Comida artesanal. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
664,Parrilla Norte Colonial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente elegante."
665,Sakura Sushi Imperial,"Artesanal y íntimo. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
666,Pizza Roma Cusco,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos delivery."
667,El Rincón Vegetal Moderno,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ambiente familiar."
668,Café Central Tradicional,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos para llevar."
669,Tacos El Rey Tradicional,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente rústico."
670,La Tasca Oeste,"Comida auténtica. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
671,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos terraza.
672,Bistro Provenza Real,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente moderno."
673,El Mercado Este,Comida tradicional. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
674,La Esquina Clásico,"Comida gourmet. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
675,Brasa y Sazón Clásico,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Pet friendly disponible."
676,Sabor a Mar Trujillo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos menú infantil."
677,Noche de Tapas Tradicional,"Tradicional y amplio. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
678,Panadería Dulce Hogar Gourmet,"Deliciosa y rústico. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
679,La Cantina Colonial,"Tradicional y elegante. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
680,Sabor Asiático Real,"Tradicional y íntimo. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
681,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente elegante."
682,El Puerto Del Valle,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos estacionamiento."
683,Doña Lupita Clásico,"Tradicional y íntimo. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
684,Parrilla Norte Real,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente acogedor."
685,Sakura Sushi Centro,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente íntimo."
686,Pizza Roma Lima,"Gourmet y familiar. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
687,El Rincón Vegetal Imperial,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos estacionamiento."
688,Café Central Este,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos música en vivo."
689,Tacos El Rey Premium,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Música en vivo disponible."
690,La Tasca Imperial,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente íntimo."
691,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos reservas online.
692,Bistro Provenza Imperial,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Música en vivo disponible."
693,El Mercado Real,Comida auténtica. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
694,La Esquina Norte,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos estacionamiento."
695,Brasa y Sazón Tradicional,"Selecta y acogedor. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
